system:index,AOD,AQI,CO,Latitude,Longitude,PM25,humidity,name,temperature,.geo
00000000000000000a8e_0,733.0,42.452385,0.03909174599212978,17.101961645098406,75.92630137139082,25.47143,32.65649783287529,Point_2702,32.9075779014164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.93009939020256,17.09943143321509]}"
00000000000000000a91_0,564.0,27.465359,0.03934853659831071,14.719407025171975,78.75035713930671,16.479216,45.39887397498077,Point_2705,32.73084043396847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75080938233785,14.71889593029836]}"
00000000000000000a92_0,613.0,24.297928,0.03814517596614785,13.675946134136368,79.56106796354545,14.578756,60.55388252458142,Point_2706,31.523687113655967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.55929313804542,13.676850200719715]}"
00000000000000000a95_0,634.0,34.522877,0.04019153908963869,19.30370999032442,82.77356968561968,20.713726,52.47885984361825,Point_2709,29.309392680062217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.7752618551933,19.30030387930792]}"
00000000000000000a97_0,180.0,10.734202,0.020464108081857058,34.98384243332441,73.69870601027128,6.4405212,82.01844200641013,Point_2711,0.598926507102135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70227748558615,34.98488874003477]}"
00000000000000000a99_0,315.0,6.670316,0.01636148973492947,36.24779155520285,88.59068117753519,4.0021896,67.50555514782116,Point_2713,-7.04874805344474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.58736174344662,36.25151329064329]}"
00000000000000000a9b_0,471.0,33.997414,0.04076789148940058,18.771821658085663,81.18996889575841,20.398447,60.3135993861393,Point_2715,29.205124288135153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.19422695514295,18.770297861677403]}"
00000000000000000a9c_0,540.0,44.945923,0.04974222196052401,25.410557038137494,96.85897631445336,26.967554,54.518697137657334,Point_2716,28.79248933262295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.8608455101874,25.408847811320665]}"
00000000000000000a9e_0,827.0,69.99998,0.05468930772710827,23.704649983117907,86.9829641724276,41.999985,47.77742545641653,Point_2718,30.832036723030967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.97937738487268,23.702048771493576]}"
00000000000000000a9f_0,527.0,53.64173,0.047228658966483615,23.104925814586245,82.57513273595721,32.18504,29.859329019179086,Point_2719,31.415926154454553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.57763249268702,23.109160683974693]}"
00000000000000000aa2_0,552.0,39.08225,0.04338949993012774,23.625619113840933,78.66904430968906,23.449348,24.68129788104758,Point_2722,32.439736647076074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6699610067671,23.62120039592282]}"
00000000000000000aa3_0,634.0,32.523705,0.03958334441252921,19.06600521275757,83.00203852699119,19.514223,57.56942881678785,Point_2723,27.108370002110803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.99984067622319,19.066741905436846]}"
00000000000000000aa4_0,1101.0,69.45971,0.051520002617103836,25.58916480057923,85.57525586588767,41.675827,47.11536365036844,Point_2724,30.7616801420848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.57800554164622,25.58851086814457]}"
00000000000000000aa6_0,429.0,36.092022,0.03493127599359329,25.4698890310806,94.68451932047134,21.655212,70.95499681448219,Point_2726,18.391535827848656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.68692252261816,25.471729881209033]}"
00000000000000000aa7_0,360.0,19.529886,0.03867426589099997,18.717273784603478,94.24011564481783,11.717932,63.78793536858582,Point_2727,30.501724629932028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.2377648805584,18.71639894463023]}"
00000000000000000aa8_0,420.0,35.925957,0.038182113777663784,17.299250723175962,73.69661405474862,21.555574,65.29191130294943,Point_2728,27.60908207893374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.69329433274495,17.297060795721386]}"
00000000000000000aab_0,540.0,44.945923,0.0479676573140377,25.34219603732227,96.78120292471067,26.967554,53.49310499367923,Point_2731,29.07282719612124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.77999713461665,25.345965741432302]}"
00000000000000000aac_0,260.0,24.871109,0.034951035012552235,33.23982434604615,74.37028912637966,14.922666,34.705460465755195,Point_2732,26.614924499723656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3670307958346,33.242157088842895]}"
00000000000000000aae_0,564.0,30.610365,0.038623682527702,14.226931956963767,78.56428890443944,18.366219,45.59019320898524,Point_2734,31.750765021642053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.56216317267275,14.224822524032623]}"
00000000000000000aaf_0,708.0,28.008951,0.03749733223372572,25.237783290371965,69.8770378918545,16.80537,26.5225561986886,Point_2735,34.17946578661605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.87545437523698,25.238167907337957]}"
00000000000000000ab1_0,210.0,6.7880096,0.01716275243328742,34.39381799272108,93.93570480507202,4.072806,53.61656043004671,Point_2737,0.040078443951074405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.93233768395777,34.39200065251588]}"
00000000000000000ab2_0,677.0,27.809223,0.022059017010641155,36.57164262030451,93.44611614551154,16.685534,24.136424925553577,Point_2738,10.4049771255917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.44724743053322,36.57490679292632]}"
00000000000000000ab3_0,125.0,3.5184424,0.018899324713627007,30.911097063902172,87.49190644805199,2.1110654,34.97886576291075,Point_2739,1.8381300661299065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.4914170968208,30.915520502973333]}"
00000000000000000ab4_0,340.0,7.058407,0.01530464432763123,36.497924766734805,77.41507570777767,4.235044,52.29808013797219,Point_2740,-4.865401834911722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41231960899977,36.49405841735556]}"
00000000000000000ab5_0,693.0,48.657677,0.04708032029397551,25.075280509577315,80.06884840479583,29.194607,23.548294452192955,Point_2741,33.86899351014034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.07133284999355,25.076471156196444]}"
00000000000000000ab6_0,519.0,44.432194,0.04480782381089027,23.950526858676017,79.48336449105773,26.659317,24.6124191270281,Point_2742,33.15645892355178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.48742791531586,23.95357705104704]}"
00000000000000000ab9_0,195.0,3.8271182,0.016707301090256615,33.193119217325275,87.16431961278522,2.2962708,44.89494328746649,Point_2745,-1.38138965500724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.16802359453777,33.19724132463692]}"
00000000000000000abd_0,196.0,8.871978,0.01904571596055616,35.40319889186166,70.78376388701979,5.323187,56.44257870576141,Point_2749,2.19716259108651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.7827528121977,35.40709692357094]}"
00000000000000000abe_0,611.0,61.73419,0.05058025365247226,24.008335286286524,83.93338235435085,37.040516,28.296369874322092,Point_2750,32.64763934347366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.93408857170749,24.007475968094212]}"
00000000000000000ac4_0,165.0,2.6056376,0.02009593790289021,31.09369201398438,94.68194000881974,1.5633825,79.96950634584995,Point_2756,-1.5740132172902008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.67793936977698,31.09518355979724]}"
00000000000000000ac5_0,362.0,38.952034,0.03593239060937958,29.098554747173175,68.74083292652766,23.371222,11.665020899282153,Point_2757,34.37467995219765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.74357711724639,29.1009236290519]}"
00000000000000000ac8_0,693.0,45.926598,0.045552234065479494,20.36118332494825,81.04139552277633,27.55596,36.81908105178114,Point_2760,32.15371234152053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.04151335684263,20.360315914568957]}"
00000000000000000ac9_0,272.0,23.359814,0.02883247793712816,30.87738317832279,69.19899440150212,14.015888,21.964059314526217,Point_2761,23.69497549798757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.20171791214734,30.87958789160855]}"
00000000000000000aca_0,417.0,33.56242,0.03918993288433886,22.074543695355,74.60751213898797,20.137451,25.288856602571393,Point_2762,34.0427945084042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60957592254687,22.076098107237243]}"
00000000000000000acb_0,746.0,48.333958,0.04757456973379253,21.4189901106368,84.15383605475228,29.000374,39.41568817000043,Point_2763,33.052478753195885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.14968423989617,21.420327949829993]}"
00000000000000000acc_0,219.0,4.9545712,0.018904242144657104,33.25558045562054,94.6485648904401,2.9727428,65.98819356428103,Point_2764,-2.5201903820037614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.65098991125339,33.25114024168409]}"
00000000000000000acd_0,414.0,35.37097,0.04367567290215699,28.046484745037475,95.22422198808076,21.222582,70.39335821969182,Point_2765,24.35853954421151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.22591169308988,28.04989474663206]}"
00000000000000000ad2_0,492.0,52.47685,0.0433809602065881,23.40153766079142,83.65682035944354,31.486109,32.85362534308793,Point_2770,29.184484232796592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.65561083363045,23.405604727734133]}"
00000000000000000ad3_0,159.0,3.3314073,0.018100887424852434,29.919779662440874,92.27018591096926,1.9988444,79.44744008881361,Point_2771,-4.422605339686072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.27045440833666,29.918390537600665]}"
00000000000000000ad6_0,489.0,47.948055,0.03880453909577259,31.00806231338157,71.27046017498915,28.768833,18.605176005088133,Point_2774,33.7231059233348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.26784306562224,31.005352031385286]}"
00000000000000000ada_0,639.0,51.313625,0.03811503481120106,28.613609928183354,70.10142200986968,30.788176,18.79273075279735,Point_2778,34.70979008674624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.10003319626686,28.615833375627357]}"
00000000000000000adc_0,218.0,2.513194,0.018663914970329067,31.770306307588257,93.59480994213831,1.5079165,80.11060416202857,Point_2780,-4.282970465554115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.59097787599235,31.768920022886878]}"
00000000000000000add_0,899.0,67.1021,0.051882359155206635,25.224781866641035,82.00795988264815,40.261257,28.534437460444313,Point_2781,33.33025653097366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.01169386369172,25.229184754496764]}"
00000000000000000ade_0,437.0,46.166405,0.03593040306320495,25.95656679505144,71.86402422879402,27.699842,14.873264820045302,Point_2782,35.957694546381674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.86073115314113,25.956820134633574]}"
00000000000000000adf_0,478.0,35.34653,0.04057316508144349,22.33968361202062,75.13174461963955,21.207918,23.218666093218733,Point_2783,34.533364576763574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.13059878733618,22.336609539631905]}"
00000000000000000ae0_0,439.0,22.7497,0.03411384592569554,27.418436983549533,92.19348403224127,13.64982,82.17443897997308,Point_2784,11.66279979811776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.1896060327659,27.421074047748395]}"
00000000000000000ae3_0,731.0,37.275227,0.03463739245843025,27.546752258124283,87.6428595471738,22.365135,71.31503746512686,Point_2787,10.813109042909446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64413069512112,27.54683818752513]}"
00000000000000000ae4_0,695.0,70.67305,0.04713565355379087,28.56894945425553,78.81523420853183,42.40383,32.75565029467193,Point_2788,31.321650573942406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.81369145222622,28.570917611421383]}"
00000000000000000ae6_0,187.0,3.2072484,0.021996665171387417,30.666327989804156,96.15602864726694,1.9243491,73.2291619722744,Point_2790,-2.9503627724117223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.16015958857419,30.663992223419868]}"
00000000000000000ae7_0,262.0,5.6547513,0.018608009721425296,33.514053100929246,96.14337024195311,3.3928509,62.43196369294579,Point_2791,-1.7633747895558258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1421932828918,33.51165167407875]}"
00000000000000000ae9_0,881.0,61.853,0.04550416991844809,24.36291598486254,91.99965631811341,37.1118,76.38405821376918,Point_2793,27.970949347813928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.0009598231008,24.366802081742023]}"
00000000000000000aeb_0,1124.0,72.65784,0.053682910292824744,26.925716470455317,85.89416090318102,43.5947,44.66946055682803,Point_2795,29.333905076980614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.89241589108805,26.927000641482657]}"
00000000000000000aec_0,306.0,37.023975,0.04035282446178668,25.787723959758946,75.94386749147267,22.214386,15.115109299171234,Point_2796,34.73898862732784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.94806569588495,25.786140230650865]}"
00000000000000000aed_0,443.0,25.306498,0.042103938569196385,19.11082702859416,95.57146333237729,15.183899,51.7620440636362,Point_2797,31.811830695470178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.5672715010553,19.11165766964282]}"
00000000000000000af3_0,394.0,56.0544,0.042481594861690834,29.227003516638042,74.98187115155984,33.63264,18.43045582057156,Point_2803,33.84079526795284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.97788518903586,29.226687768828633]}"
00000000000000000af4_0,471.0,62.41649,0.040476712386244874,31.656026362317352,73.24045618529806,37.449894,24.111204003183865,Point_2804,32.25513920783999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.2441366906852,31.65213903595134]}"
00000000000000000af7_0,436.0,7.196161,0.016765394246712917,35.362393036921716,85.62608973527304,4.3176966,55.67961765590545,Point_2807,-4.56211475266349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.6229213058522,35.362181159364965]}"
00000000000000000af8_0,566.0,40.90674,0.04066429794150371,18.159755613407505,78.32993583724765,24.544043,42.97631437992656,Point_2808,30.990850199593467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.32860119880168,18.159443468476127]}"
00000000000000000afa_0,497.0,42.750862,0.04072747276916314,21.359816221747852,75.87918439768362,25.650518,26.601131013880387,Point_2810,32.51472850905526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8762004731554,21.357445879941626]}"
00000000000000000afc_0,327.0,47.685036,0.03719825307286998,26.478352997205196,71.85711205673364,28.611021,14.356875830408717,Point_2812,35.57771339946328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.86073115314113,26.477842999422897]}"
00000000000000000afd_0,1077.0,49.08579,0.045935503981355756,27.988262932597852,83.09827050454483,29.451473,50.52554088427688,Point_2813,22.890213399463278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.09865535747635,27.987012676743692]}"
00000000000000000b01_0,469.0,62.781284,0.04221168523195349,31.617331405807427,74.31418781429203,37.66877,25.506119043920926,Point_2817,31.794184753629906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31313187878742,31.61620642458656]}"
00000000000000000b02_0,209.0,4.56231,0.01805967347388986,32.06650488934154,85.07189155591189,2.737386,26.86664796732498,Point_2818,4.236075894037924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07494898253928,32.065364066646325]}"
00000000000000000b06_0,488.0,19.902355,0.03823799988620878,14.062067514943582,79.90787435337049,11.941413,63.63201550518709,Point_2822,31.78665030267507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90963609885203,14.06312577289111]}"
00000000000000000b08_0,668.0,34.143482,0.0389469117682502,12.976219687221429,75.21102011601295,20.48609,76.17568814754632,Point_2824,28.266149271859092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.21144716290694,12.976164279106488]}"
00000000000000000b09_0,566.0,40.90674,0.04074303609858378,18.102512905932784,78.40777831276064,24.544043,45.05543572276438,Point_2825,30.54385245111257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.40944957437243,18.105544551428956]}"
00000000000000000b0b_0,468.0,30.673761,0.03819333751719216,22.895091290074852,93.13099632582116,18.404257,68.27050278709602,Point_2827,24.3361430327098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1328370810914,22.893565015786006]}"
00000000000000000b0c_0,1094.0,73.17994,0.05350422446892818,26.333770793910933,83.9328570453236,43.907963,38.186690213728276,Point_2828,31.59096820089553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.93408857170749,26.334112553963774]}"
00000000000000000b0d_0,1043.0,67.13086,0.04920350027146325,26.319315592594194,82.08099392162048,40.278515,32.70232115349066,Point_2829,32.44973284933303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.08355908642127,26.316146248281385]}"
00000000000000000b0e_0,554.0,35.1669,0.043694995791433835,19.708203456094424,84.3035041485148,21.10014,66.63881183695437,Point_2830,29.462272183100424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.3023978381965,19.704545757161704]}"
00000000000000000b0f_0,695.0,32.497833,0.042075299875931414,17.29316014831525,79.51578871369611,19.498701,58.257960280918255,Point_2831,31.52736956808303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.51437737383945,17.297060795721386]}"
00000000000000000b10_0,277.0,48.331013,0.032600596953027104,27.15391164709867,89.75326046265299,28.998608,84.26293344104627,Point_2832,10.437976800070885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.75517161280199,27.15157946251254]}"
00000000000000000b11_0,377.0,16.014473,0.019131148100088088,36.734010568414575,91.95221812033495,9.608684,30.597539379616563,Point_2833,6.3915968630049065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.95604405889482,36.73660354406783]}"
00000000000000000b14_0,597.0,44.970676,0.04115275485674839,18.81716550975714,77.18147505770621,26.982407,33.04982092743935,Point_2836,32.5236667686039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17875763512869,18.815213625883377]}"
00000000000000000b15_0,757.0,37.809116,0.05093000266947352,21.893194292926395,86.83536007497361,22.68547,58.46565840290134,Point_2837,31.177858527501428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.83564693941355,21.896435050413338]}"
00000000000000000b17_0,599.0,24.593613,0.031981481476227626,8.021609799907576,79.91119934961738,14.756167,82.94662858078547,Point_2839,28.288562737570885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90963609885203,8.017463910766729]}"
00000000000000000b18_0,482.0,52.475002,0.04864492732787594,25.95865588999092,78.91302589376272,31.485,21.16876464890489,Point_2840,34.149962070253196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91250613347937,25.956820134633574]}"
00000000000000000b1c_0,471.0,30.469555,0.04041904117129954,18.015178766074257,81.06784842229467,18.281733,62.817749489923656,Point_2844,31.15943269199795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.06846281536622,18.015713023017003]}"
00000000000000000b1d_0,590.0,48.259365,0.04425718505146806,22.267696174111027,80.31942529802816,28.95562,32.428297343200455,Point_2845,31.459427266650778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.32286112954702,22.26474431690234]}"
00000000000000000b1e_0,362.0,26.538864,0.034163637066317684,32.996765707920844,70.31413322887738,15.923318,37.22711708461951,Point_2846,26.4846890396542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.31562886445555,32.99961196213062]}"
00000000000000000b20_0,643.0,48.16411,0.04356063677631292,19.03803813714883,76.74617287200348,28.898466,29.955454990771912,Point_2848,33.438037835227135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.74756629875132,19.03979244691326]}"
00000000000000000b21_0,588.0,44.33892,0.039749852283813156,20.127098489928706,76.40146753574885,26.603354,26.926345442144694,Point_2849,32.896283006668114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39722333794471,20.12675394069788]}"
00000000000000000b22_0,278.0,11.94744,0.017374051860037203,35.62815216334464,92.74584067382223,7.168464,49.558221122674674,Point_2850,-0.9413465234968044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74656150892,35.63167574460082]}"
00000000000000000b24_0,701.0,33.765007,0.04721570132933041,20.806950471400814,85.9367736294323,20.259005,63.814386247117596,Point_2852,31.268967061572653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.93733165529403,20.809473556628717]}"
00000000000000000b25_0,288.0,16.804356,0.030665637867499963,28.636247568087555,96.18143658931,10.082614,83.59597084797349,Point_2853,5.797080532709799,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.17812589425657,28.63379968130975]}"
00000000000000000b27_0,145.0,3.561515,0.017420612329621287,30.79349393067874,88.66941543614092,2.136909,42.7027796024187,Point_2855,1.192690070470178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.66821011901737,30.789756363196602]}"
00000000000000000b29_0,475.0,4.1078634,0.01807546327997954,30.89513252199372,80.76955210846634,2.464718,44.06116397902727,Point_2857,-0.1360927528804723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.77201877160678,30.897554197290944]}"
00000000000000000b2c_0,288.0,8.677774,0.025262995052355953,28.406740954915243,96.8745082718998,5.2066646,82.73505093698216,Point_2860,4.674315097596946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.8788118158698,28.40922086027987]}"
00000000000000000b2d_0,218.0,36.25363,0.039354049244978304,27.78151252523896,74.33602774237542,21.752178,12.985022212849312,Point_2861,34.7447361045414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.340081337311,27.780400161396205]}"
00000000000000000b2f_0,602.0,20.992609,0.037685343826565076,18.163961675416274,96.01107208319887,12.595566,54.25015518195926,Point_2863,30.55416400167678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.00744599027387,18.168426621317323]}"
00000000000000000b30_0,63.0,4.085384,0.018892153910864493,29.813561330695986,86.34266916353508,2.4512303,47.825182586242796,Point_2864,-0.6142964204152008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.34157353314781,29.810592703506323]}"
00000000000000000b32_0,377.0,23.046091,0.037555383127352814,23.828071002141122,71.05737069522229,13.827655,24.547269934738708,Point_2866,35.28347986539205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.06123055027476,23.82781291127031]}"
00000000000000000b33_0,484.0,41.564552,0.04087811691207919,26.029127086112553,96.44911277772584,24.93873,71.77067760492662,Point_2867,23.137619405322653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.44762047949243,26.028685357363138]}"
00000000000000000b34_0,561.0,31.369452,0.03563675346754312,13.765727394419834,78.20256346677111,18.82167,48.617577873363466,Point_2868,30.07522113058303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.20283705902494,13.766681729131667]}"
00000000000000000b35_0,675.0,58.843708,0.03827703202910478,27.601083102098002,68.28750383033969,35.306225,18.26092632597092,Point_2869,35.45027538405526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.28543632234543,27.6007371045723]}"
00000000000000000b36_0,552.0,33.25084,0.03772580124907405,22.41631749730471,92.88912895266952,19.950504,64.79933052557716,Point_2870,26.759221781624717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.89029195437912,22.41745791520266]}"
00000000000000000b37_0,490.0,50.969906,0.03768192575288591,18.367027114523793,73.4786459311668,30.581944,58.91519360958443,Point_2871,27.708169264263574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.47769866455626,18.366055983823617]}"
00000000000000000b3b_0,612.0,23.315853,0.034373664902539805,19.00015794441944,96.95732248694775,13.9895115,64.30970534077477,Point_2875,25.8052592436473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.95966019144056,19.00385983554848]}"
00000000000000000b3c_0,203.0,3.6048977,0.018084562293930326,32.465785919708466,89.25086721166188,2.1629386,42.733433009954,Point_2876,1.2964159276750706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.25211505369506,32.4696059445001]}"
00000000000000000b3f_0,439.0,28.76942,0.03855690911570507,27.22263419412229,92.46544074153685,17.261652,83.62570781235412,Point_2879,15.797640021642053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46808377084295,27.2234446852421]}"
00000000000000000b40_0,329.0,5.8500795,0.018537590314852,36.84057032531394,76.41336427169662,3.5100477,49.062637887067844,Point_2880,-3.1436780664655544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4151896436271,36.844401378162175]}"
00000000000000000b42_0,518.0,39.22262,0.04463780606933002,22.89310304167745,78.21846467098831,23.533571,28.299407616534566,Point_2882,33.276101393169824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22080336470734,22.893565015786006]}"
00000000000000000b46_0,320.0,10.101692,0.01863555602235227,35.34974356168193,93.69772161415054,6.061015,53.628766844310796,Point_2886,-0.5511216428544685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.6987757100867,35.35319800652377]}"
00000000000000000b48_0,597.0,43.542126,0.040917978110757675,18.568276018141226,77.7961786072347,26.125275,35.66401850463035,Point_2888,32.77770526144241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79859518117117,18.572668499171108]}"
00000000000000000b49_0,666.0,62.220905,0.05117466118982453,24.41320275737307,84.85280910309294,37.332542,33.44024666724186,Point_2889,32.0088826974233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8503701615094,24.411717845947997]}"
00000000000000000b4a_0,746.0,51.608078,0.05107876516875296,21.690010895359407,84.07112004395623,30.964846,37.74415352255502,Point_2890,32.69472796652053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.06883586432542,21.689822535065847]}"
00000000000000000b4b_0,229.0,35.646553,0.0400799124289255,26.993179250507325,74.15403557890862,21.387932,15.59653232198777,Point_2891,33.640928867128196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.15143512764591,26.989882711371024]}"
00000000000000000b4d_0,489.0,33.074345,0.0398257974808766,22.207119092862264,72.64479017563399,19.844606,33.414952080156944,Point_2893,34.23703550232784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64226545032511,22.21084539985517]}"
00000000000000000b4e_0,701.0,29.81789,0.03645693481018795,10.821928367393506,77.29882641549699,17.890734,68.75530854198256,Point_2894,28.322071038352135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29553862206423,10.820207597219637]}"
00000000000000000b50_0,832.0,39.849155,0.04139970576660387,25.66828641096866,91.55670434808938,23.909492,77.89562654625644,Point_2896,21.49728262689382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.56078533388224,25.669359243715327]}"
00000000000000000b53_0,314.0,53.573944,0.04259649527487241,28.46148661749356,75.67727352389373,32.144367,18.45372396196968,Point_2899,33.51295509868203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.67857111064909,28.46311977732704]}"
00000000000000000b54_0,453.0,23.851582,0.0396973242667721,27.853814919071578,96.44675688422379,14.310948,71.3990514628797,Point_2900,19.807988871468467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.44762047949243,27.852265384125765]}"
00000000000000000b55_0,592.0,40.186832,0.042285766493423874,16.28353510143107,77.13786480573637,24.112099,37.93830527832937,Point_2901,32.42739398214553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13384187092272,16.28196452466633]}"
00000000000000000b57_0,616.0,60.1064,0.04843512744730936,22.073333694935926,82.72423463044738,36.06384,30.907867626912317,Point_2903,33.10956357849972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.72136293814614,22.076098107237243]}"
00000000000000000b58_0,237.0,36.150787,0.03818828270109572,27.47839359884776,73.5668411115578,21.690472,12.626310695882474,Point_2904,34.872906541824364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.56753019296822,27.474972964795565]}"
00000000000000000b59_0,552.0,96.335434,0.046766929779994276,29.21952737169021,76.78518441660898,57.801258,23.57903741553096,Point_2905,32.54341164165078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.78349891011611,29.217704615987437]}"
