AOD,AQI,CO,Latitude,Longitude,PM25,humidity,name,temperature
803.0,72.89351,0.0483789304471772,27.8823771141399,80.16911698717146,43.736103,32.43511315848909,Point_134,31.930435567432028
270.0,3.682398,0.0168703843081895,32.412340876249175,91.14546039892625,2.2094388,49.09700445890833,Point_135,-0.4357041623857185
327.0,31.681772,0.0283668293681324,31.30225168259297,69.98886143787192,19.009064,31.87664711787232,Point_137,22.67217208544417
327.0,20.025965,0.0288234103954215,31.966609341897733,69.2967318285255,12.015579,27.66617992591909,Point_140,24.67379629876882
289.0,8.352336,0.0183271513489475,34.60364225055188,96.8712052661336,5.0114017,70.63205885266164,Point_141,-2.400937859217322
621.0,31.050657,0.0376751691585231,26.22704139995833,69.13919107165857,18.630394,22.580820551340505,Point_142,34.90571971999276
611.0,26.698027,0.0395343125724864,21.730941992257755,72.15722076697664,16.018816,45.53588467994016,Point_143,32.67520349820455
643.0,35.795437,0.0410415862981343,24.87416411699028,94.49524408656453,21.477262,57.71240532974849,Point_144,24.24403080940249
549.0,41.98294,0.0435094487431673,22.4274471557678,79.60904845054762,25.189764,31.17452378574691,Point_145,31.94155074755355
541.0,38.06136,0.0390918860350012,20.59497818537114,74.23384644402896,22.836815,30.84359770854767,Point_148,31.63189227316116
368.0,18.13213,0.0383925461232455,16.35672543122613,94.90036346924504,10.879278,67.44925427783201,Point_151,30.71074969503616
547.0,20.815248,0.0427620233023356,17.099529533842812,96.10309166187348,12.489149,60.15304695455439,Point_153,31.50794682502749
404.0,49.32469,0.0397882332295804,32.773452213478535,73.67433007649923,29.594816,34.82733543345074,Point_154,29.143061706754903
285.0,12.485334,0.019252368598938,32.454132320521126,77.25482864296099,7.4912004,71.96638679238514,Point_155,-9.94255366325376
198.0,4.354649,0.01836182552942,29.875677743047227,84.66414267663916,2.6127894,47.23809799049846,Point_157,-3.239818610085365
485.0,62.534077,0.0442666424736265,31.23166971809044,75.47521027459553,37.520447,29.50664375440158,Point_158,31.204527499940696
276.0,4.96437,0.0163712615128455,33.31095045319835,93.99491479838284,2.9786217,68.49722836453115,Point_160,-4.558930752012429
815.0,19.53188,0.0363601737319084,10.634268960438476,76.83706624963197,11.719128,78.51251937394152,Point_161,26.973740010791403
578.0,40.495068,0.0439457026066829,29.36306587443041,81.37215198079164,24.29704,52.4172397162716,Point_162,16.222522698508385
469.0,67.31264,0.0433237976573762,31.53901442590036,74.25456814556834,40.387585,25.58903257864085,Point_163,31.825166877110803
561.0,28.022217,0.035642946568447,13.653253675514614,78.81488646213501,16.81333,54.47712684386276,Point_165,29.599916632970174
689.0,28.51333,0.0375550019141958,24.83268461427628,69.54715474928751,17.107998,30.421062187897785,Point_166,33.863086663352135
691.0,58.599026,0.0488106053449018,23.3280889419388,85.7145327761854,35.159416,41.82659866415911,Point_172,30.53789135085213
1046.0,29.069452,0.047842992696315,21.913485297666192,87.39611030719225,17.441671,65.68092326545046,Point_173,31.128162346945885
725.0,48.587948,0.0446965695939511,24.349131328326987,95.68365573987587,29.15277,58.7774823290122,Point_174,26.99873729811776
289.0,8.352336,0.0188783882080521,34.648506065113494,96.82373037833418,5.0114017,67.7533988110653,Point_175,-2.445442660649576
621.0,28.942766,0.0364066630754921,26.27954541573645,69.77890316213607,17.36566,18.583583748566188,Point_178,35.77722715271847
210.0,6.105437,0.0177134888661151,34.21532670515626,93.24601770280732,3.6632621,45.650723557801,Point_180,0.8908813953399886
472.0,3.4865403,0.0168432530370391,36.75560469363826,72.50582118915553,2.0919242,76.26805622905553,Point_182,-11.1257710297902
289.0,9.532078,0.0177802836890657,34.856492921078335,96.22840737194008,5.7192464,70.48632479890287,Point_183,-3.256555806265908
1312.0,72.62273,0.0514757138766198,25.19377940217288,88.93943799478134,43.573635,61.567299751511726,Point_184,29.0111918608348
262.0,5.8509808,0.0193874056976098,33.16878988796073,96.97171740806358,3.5105884,64.75141525229117,Point_185,0.4792535199059671
988.0,47.127583,0.0501731276260573,22.743047128667783,87.45738188634793,28.27655,59.230157603331925,Point_186,31.049304925070885
713.0,41.62265,0.0466681389327908,21.89192533279876,85.56472737986383,24.973589,53.54226335142865,Point_187,29.751344855626428
315.0,4.130825,0.0172494766002514,34.405225535463146,89.25748335382363,2.4784951,60.48706270329532,Point_188,-4.533072190814551
424.0,11.326742,0.019454223695167,35.247044295333794,68.62180132917284,6.7960453,73.80070017494289,Point_191,1.2633586088816742
564.0,31.595678,0.039930050606282,14.845531125157322,78.328732844278,18.957407,41.71804033620489,Point_192,33.04517148865597
552.0,31.153532,0.0437521596026208,22.476326042647656,92.02319330901656,18.69212,70.51643032129972,Point_195,29.568893819385156
1312.0,72.62273,0.0547839401374831,25.52797194957177,88.94679532730089,43.573635,57.72376369293928,Point_196,29.188265021642053
415.0,65.09472,0.0452484945831438,30.82356635102853,75.86810259410578,39.05683,25.901154591172137,Point_202,31.676668341954556
882.0,82.06102,0.0500140377649967,27.09759861061292,85.08848110147514,49.236614,41.19976775980303,Point_204,30.0962613052792
682.0,40.686604,0.0436498952579688,19.676654316488573,80.09183977601293,24.411963,41.1724564514626,Point_206,32.783856248855614
590.0,45.250618,0.0419597037212026,22.97094595501243,80.89237047613219,27.15037,28.576117823858983,Point_207,30.961319356494528
492.0,52.47685,0.0448178574709523,23.433022598605163,83.49011407643458,31.486109,31.23957378440408,Point_208,30.09366731113857
196.0,16.209648,0.0243208726817578,35.00207348374265,70.1587290427464,9.725789,52.98474931326186,Point_209,10.753240336312215
254.0,35.726883,0.0313221283184215,33.91266150754474,73.36039505355592,21.43613,52.893626601588586,Point_210,20.27240198453268
267.0,5.455204,0.0167155335081491,35.91107797486089,88.47553587897924,3.2731225,65.2336017090195,Point_212,-5.406868441899576
598.0,25.894173,0.0327004853834389,13.242715479944046,75.32163381063269,15.536504,80.31839678339978,Point_214,24.674287970860803
203.0,4.6607323,0.0195425843584175,30.923967770397816,81.35952344385196,2.7964394,54.18941380214459,Point_219,-0.5072712739308258
683.0,49.72204,0.0405164716576466,18.162985962219302,74.52466422507364,29.833223,36.33567634768527,Point_224,31.312593634923303
151.0,3.71453,0.0205926142457179,31.232142090726843,92.15988210444316,2.228718,68.78513819305287,Point_225,-1.792600456873572
288.0,19.6619,0.0324142495225971,28.163594527958796,96.27159930754031,11.79714,83.47693163366007,Point_226,9.45107901361257
562.0,65.09472,0.0480355004369713,30.87394488068132,76.11187910750857,39.05683,25.08582230523584,Point_228,31.82155902120803
492.0,56.349895,0.0462965661781337,23.691450474829807,83.78657754428056,33.809937,28.32306462464015,Point_229,31.84040532112124
1058.0,67.856705,0.0533561719880639,26.61484363115276,90.13926033304426,40.714024,61.15615471855875,Point_230,27.49680112732784
561.0,51.512787,0.0435273584962806,23.57638615413176,81.85531907783559,30.907671,26.86974504707368,Point_231,31.52394481764901
277.0,44.757168,0.0366946421874101,27.174578527425087,72.52439240169475,26.854301,13.02765629883787,Point_233,35.49425799581741
135.0,4.4147973,0.0197977154027599,30.407684859825164,82.75927671665801,2.6488783,55.25452342621292,Point_235,0.3717400921715921
735.0,31.502575,0.0382573015986186,12.192172104976525,79.04798890160279,18.901545,63.91561074118216,Point_236,30.206606086095174
326.0,23.732325,0.0261107539349908,31.074510820728257,68.17708461246596,14.239395,25.10893540041869,Point_239,19.003101311789635
708.0,28.825287,0.0380650216941853,25.52523899176941,69.64704072404699,17.295172,27.05134500937766,Point_243,34.28464292420284
93.0,13.372917,0.0209378252898071,29.102877024736703,83.2527214037914,8.02375,66.46789530502198,Point_244,-1.4537061426374294
616.0,54.41804,0.0457197270860113,22.82917138060583,82.8586853343173,32.650826,31.05939882272964,Point_245,31.605823479758385
278.0,9.814605,0.0166694709814329,35.6632449518619,92.08057102337152,5.888763,57.14158382163754,Point_246,-3.622841342290201
714.0,52.66991,0.047926820593139,21.554076188664062,82.644956800781,31.601946,31.51457813927572,Point_247,33.15106748474972
304.0,3.8370104,0.0207857460671899,31.31131276841903,95.97474628094976,2.3022063,74.01959702566987,Point_250,-0.9638210243648472
116.0,4.271493,0.0185290425925122,30.68469406475203,91.07529569528565,2.5628958,71.22180145432037,Point_257,-3.443082634607947
1137.0,66.50229,0.0537537128597655,25.694354889520184,87.15234854606976,39.901375,52.73476553833903,Point_261,29.71536802185909
145.0,3.3964372,0.0173372547745879,30.619252252967385,88.04188478148568,2.0378623,43.38271441998946,Point_262,-0.8008876747554723
522.0,21.886364,0.0416206061638211,18.2732948530745,95.7224254054835,13.131819,52.09142880112476,Point_264,32.35268695089553
485.0,45.88126,0.0428768876792758,31.693526411392195,75.87179392009178,27.528755,28.240249403260005,Point_265,30.03007885085213
437.0,30.034355,0.036194981820569,25.61329333439945,71.03923090481271,18.020613,18.74761002882661,Point_267,34.88135991096499
309.0,30.454292,0.0399462037025879,23.661840952558443,73.6515434030263,18.272575,23.695747857581978,Point_269,33.7143168608348
372.0,23.73887,0.0354944426679405,23.515625332097056,69.37894721561625,14.243322,41.55466409014566,Point_270,32.40304095480178
415.0,84.28617,0.0486176902279541,30.365872983601637,75.57421387300272,50.5717,24.08841301445696,Point_272,32.22638486756222
292.0,5.2891674,0.0159864192281885,34.279842681738344,91.89325941448315,3.1735003,46.73003886053524,Point_273,-0.2300224675072399
552.0,40.16514,0.0439294947684253,23.19824885006175,78.79229782068535,24.099083,28.225723369770797,Point_274,32.65259675449795
545.0,61.6249,0.0413927655400121,29.862562351391617,72.74228188958458,36.97494,22.299235697379043,Point_275,33.11892908414205
235.0,42.040455,0.0405219093827302,27.88040635801609,75.47099045539565,25.224274,16.46998578798392,Point_276,33.45673832893374
733.0,44.473606,0.0392975475024522,17.359864181881214,75.83410704408887,26.684164,31.951791167406423,Point_277,33.2109226279789
535.0,25.994919,0.0361761470858182,20.69751569835107,96.6869523241014,15.5969515,62.54535332971509,Point_278,23.606382968690696
652.0,52.841614,0.0495747986816192,23.85457882023013,95.66345107646396,31.704967,51.60902150082528,Point_281,29.860465542475424
708.0,30.282787,0.0379690588014798,25.802858440039454,69.23548474468717,18.169672,25.792141137255197,Point_282,34.44460250536605
587.0,21.49485,0.0339120905455474,8.252916761455504,77.38574959014943,12.89691,78.45616473568296,Point_284,27.947911967171592
620.0,44.18017,0.0413771541516536,19.034492054381232,75.72248347858255,26.5081,27.202596822414343,Point_286,33.33822500970632
1232.0,64.95802,0.0272479001478374,36.565068624428505,81.02754278338077,38.97481,11.454678874205406,Point_288,22.397256178326074
544.0,25.13492,0.0396210385877022,17.59480608536157,82.83265921569105,15.080952,69.43760377117746,Point_290,30.378033494949364
574.0,45.12435,0.0449745210639663,23.41262261833819,80.20995954683394,27.074612,27.098374583571733,Point_292,32.48290545675491
439.0,35.02642,0.0339861812651896,27.456335979664605,92.63146021668344,21.015852,84.6578702401896,Point_294,11.545232523812215
475.0,20.845226,0.0409147156352034,27.79169570874828,93.7617348759631,12.507135,84.36726670371503,Point_295,18.66354239251882
659.0,34.76546,0.03534441407673,12.849900719972354,78.48341514063115,20.859276,61.06068484052951,Point_296,27.896462721294824
198.0,4.8633323,0.0206928873866054,32.1362167436379,84.67708573360972,2.9179993,27.77310115675689,Point_297,4.089906867345178
762.0,69.10788,0.0499174275841033,29.340387098477063,78.0081045757973,41.46473,32.79987819034121,Point_298,31.02443988058303
466.0,32.17712,0.0375604139685481,15.241452570986166,74.77767138130545,19.306273,66.75140656965549,Point_300,28.02459925015768
637.0,45.498848,0.0387400117397132,18.57360618188275,75.63658087841934,27.299309,29.659720628447545,Point_301,31.982590108447653
527.0,54.217422,0.0435015015266152,23.424075798651277,82.33072235682553,32.530453,29.194033080948778,Point_302,30.710196987787924
1301.0,67.856705,0.0536490604309812,26.48457960153281,89.93982279082647,40.714024,59.43259690520895,Point_303,28.362215216954556
156.0,5.668545,0.022016931608156,28.1810962290765,89.41714726387102,3.4011269,70.39349787075125,Point_309,1.4170146147410492
595.0,37.721905,0.0434462830664669,22.72268893579312,94.13978549120232,22.633142,54.02259432216746,Point_310,29.751283820470174
292.0,6.1629333,0.016537921273848,34.802054482936896,91.7218774666213,3.69776,56.15858262148794,Point_311,-2.670770894156533
283.0,35.646553,0.0403384203235479,26.89508990648573,73.99630286698967,21.387932,15.810566015001584,Point_313,33.779471890131674
492.0,50.100243,0.040858305532923,31.971597090771507,72.97751034463651,30.060146,24.40949864664893,Point_314,32.23895810974972
646.0,43.168438,0.0446576639224946,20.253525566611938,80.77843760698704,25.901062,36.74089058418594,Point_315,32.38294004334347
366.0,9.857004,0.0228136468307972,34.26639435524325,68.02285955849088,5.9142027,51.49143053203898,Point_317,7.890789842605614
308.0,4.3085303,0.0170674507819022,34.52502520368514,88.83417055982821,2.5851183,59.84120461294101,Point_319,-3.734074523713844
173.0,3.9752607,0.0254196954193836,29.2484770799594,90.51140192458392,2.3851564,57.141320116597626,Point_321,3.5164307117462386
145.0,4.4200697,0.0184095075113216,33.09145150976866,85.09428359473162,2.6520417,37.804843458014695,Point_323,0.2940118206872171
569.0,28.573164,0.0417687969207992,18.85728047817853,84.09598287029883,17.143898,73.15123193358664,Point_326,29.205704122119528
270.0,3.6918128,0.0178353228909333,32.146042309927445,91.2346221729891,2.2150877,47.50309304789644,Point_328,0.3969510025448244
351.0,4.8849564,0.0162575639555313,35.400941315633204,89.59535726706807,2.9309738,62.487342667970026,Point_329,-5.185422722498572
621.0,29.803387,0.0382309485508968,26.56423834536856,69.57860439395995,17.882032,17.149743731548845,Point_330,36.11439552836953
689.0,29.35676,0.0367313068583916,24.48246396631096,69.17811908022516,17.614056,34.433992117898555,Point_331,33.4440531889598
332.0,36.71134,0.0407743056285449,23.00510226041853,72.89204508835296,22.026806,27.83360586838109,Point_332,34.18970612949795
165.0,2.4069467,0.0203047374249188,31.307028876880125,94.43477838994892,1.444168,83.74209301017451,Point_333,-3.1400057845645506
552.0,97.14503,0.0456985215959284,29.573085460952026,76.11345578375838,58.287018,23.13237376256637,Point_334,32.5635701974233
443.0,25.133747,0.0409165464872034,19.64386880765443,95.05045383798765,15.080248,48.11328112329149,Point_335,31.825916253195885
735.0,31.502575,0.0362615920363435,12.108937048886744,79.2381069693843,18.901545,65.94895547323691,Point_336,30.06548263231917
477.0,38.567257,0.0416229201419451,22.42761283097319,76.7523849404856,23.140354,28.360402744942792,Point_340,33.768065097596946
571.0,42.330677,0.0397383908956219,17.79678668140405,77.50074523038771,25.398407,40.99600765179543,Point_341,30.70302535692855
1079.0,56.385662,0.0491246930251984,23.73766709159413,90.40704662223985,33.831398,72.41304802733686,Point_343,29.750775194168117
128.0,4.1533237,0.0199943325503355,31.00929073075803,96.773740779264,2.4919941,64.78777003820223,Point_344,-0.3890224403804723
709.0,60.011368,0.0505090796118766,26.542690361114254,94.09150297425889,36.00682,75.38403700618449,Point_345,26.043377733230614
296.0,34.801018,0.0353600262850059,29.151746027170105,69.3857821256701,20.880611,13.795736480160215,Point_346,31.647100199593467
297.0,40.29765,0.0381678201156198,26.763958778001022,72.94732846678905,24.178589,13.062402526007736,Point_348,35.02053023974105
239.0,2.7412875,0.0196713284868327,29.891129400982848,93.01870439061057,1.6447725,80.63298571063974,Point_353,-4.168610927793679
469.0,60.257465,0.0486101611962989,31.698928192010637,74.74754252337377,36.15448,24.48604737611878,Point_354,31.947515238655967
452.0,24.335295,0.031185109416538,30.31270572718803,68.97530072047732,14.601177,17.007110944582063,Point_358,26.51922815640768
630.0,26.293453,0.0363771350757538,10.976327496917888,78.49738072441448,15.776072,64.04280693064864,Point_359,30.42263323995803
707.0,45.720467,0.0439419676537836,20.63259592868949,79.73643660215592,27.43228,34.17767925164068,Point_360,33.44752880202401
276.0,4.96437,0.0176872517000716,33.54143523396704,93.95122764580609,2.9786217,60.3285393045455,Point_361,-1.4557847287919683
167.0,15.295856,0.0161312080534888,36.16749330346342,92.80185086823585,9.177514,44.240805660766135,Point_362,-1.276178609000283
395.0,3.9001179,0.024325098133959,36.52148298977288,70.31583165462177,2.3400707,69.1031739425075,Point_363,5.845274570253196
970.0,73.7126,0.0496440010118446,26.458677010293272,91.48492305359798,44.227562,62.07619453525554,Point_364,28.119786967171592
620.0,36.759026,0.0498410813539472,25.902546008221943,93.87892352837368,22.055416,71.84925878015146,Point_365,25.600021749072653
151.0,3.1773646,0.0189522720947461,31.654704877918046,92.9018395568434,1.9064188,75.5878764003512,Point_368,-3.091069152620093
269.0,7.897544,0.0168726047990978,34.91325772352211,94.0865715013669,4.7385263,56.11221029506886,Point_369,-2.1819640636443864
407.0,25.21332,0.038007567589333,22.530307956182373,71.88896498371854,15.127992,25.523647815515965,Point_372,35.253338670730614
377.0,23.046091,0.0378162944491041,23.83278117602396,71.0674426049634,13.827655,24.547269934738708,Point_373,35.28347986539205
